#,moniker_name,domain,reliability_mean,reliability_label,bias_mean,bias_label
1,Tangle,.readtangle.com,43.03508789,Reliable; Analysis/Fact Reporting,1.575758182,Middle
2,Ed Source,.edsource.org,44.64706,Reliable; Analysis/Fact Reporting,-4.1583325,Middle
3,Anti-Defamation League,.adl.org,44.244444,Reliable; Analysis/Fact Reporting,-4.986109167,Middle
4,Human Events,.humanevents.com,20.66203625,Unreliable; Problematic,18.49656376,Hyper-Partisan Right
5,Columbia Journalism Review,.cjr.org,43.32608739,Reliable; Analysis/Fact Reporting,-6.261666,Skews Left
6,The Wichita Eagle,.kansas.com,44.73333333,Reliable; Analysis/Fact Reporting,-2.111111667,Middle
7,Stockton Record,.recordnet.com,45.66666733,Reliable; Analysis/Fact Reporting,-0.644444667,Middle
8,Providence Journal,.providencejournal.com,44.03921529,Reliable; Analysis/Fact Reporting,-2.716666,Middle
9,Reno Gazette-Journal,.rgj.com,44.09259333,Reliable; Analysis/Fact Reporting,-4.055555417,Middle
10,WIBC - Indy's Mobile News,.wibc.com,35.92857095,Generally Reliable/Analysis OR Other Issues,8.13440871,Skews Right
11,Alabama Political Reporter,.alreporter.com,43.17777867,Reliable; Analysis/Fact Reporting,-0.7777775,Middle
12,CNN (website),.cnn.com,42.12921337,Reliable; Analysis/Fact Reporting,-6.177956891,Skews Left
13,Daily Nebraskan,.dailynebraskan.com,42.41666625,Reliable; Analysis/Fact Reporting,-7.144927391,Skews Left
14,Fox News (website),.foxnews.com,35.37972049,Generally Reliable/Analysis OR Other Issues,11.0646057,Skews Right
15,Vox,.vox.com,39.66090929,Generally Reliable/Analysis OR Other Issues,-10.01045771,Skews Left
16,Politico,.politico.com,42.3656904,Reliable; Analysis/Fact Reporting,-5.33335379,Middle
17,The Dispatch,.thedispatch.com,41.18703681,Reliable; Analysis/Fact Reporting,5.331707073,Middle
18,Cape Cod Times,.capecodtimes.com,45,Reliable; Analysis/Fact Reporting,-0.687499375,Middle
19,WSLS 10 - Roanoke,.wsls.com,46.37500062,Reliable; Analysis/Fact Reporting,-0.2708325,Middle
20,The Fresno Bee,.fresnobee.com,46.03508737,Reliable; Analysis/Fact Reporting,-4.32,Middle
21,San Juan Daily Star,.sanjuandailystar.com,44.044444,Reliable; Analysis/Fact Reporting,-5.396825238,Middle
22,East Bay Times,.eastbaytimes.com,44.60784294,Reliable; Analysis/Fact Reporting,-3.072463478,Middle
23,Ottawa Citizen,.ottawacitizen.com,45.04444467,Reliable; Analysis/Fact Reporting,-3.460317143,Middle
24,Jewish News Syndicate,.jns.org,32.57333289,Generally Reliable/Analysis OR Other Issues,9.306667286,Skews Right
25,New Civil Rights Movement,.thenewcivilrightsmovement.com,31.5208325,Mixed Reliability/Opinion OR Other Issues,-10.1981977,Skews Left
26,OutKick,.outkick.com,27.10062868,Mixed Reliability/Opinion OR Other Issues,13.93913104,Strong Right
27,Governing,.governing.com,44.58333222,Reliable; Analysis/Fact Reporting,-2.444444762,Middle
28,Nieman Lab,.niemanlab.org,43.066666,Reliable; Analysis/Fact Reporting,-2.592593333,Middle
29,Poynter,.poynter.org,41.75416733,Reliable; Analysis/Fact Reporting,-7.320105873,Skews Left
30,The Daily Signal,.dailysignal.com,20.15073877,Unreliable; Problematic,17.10304972,Strong Right
31,Time Magazine,.time.com,41.09306327,Reliable; Analysis/Fact Reporting,-7.444223941,Skews Left
32,RT Russia Today,.rt.com,28.66484889,Mixed Reliability/Opinion OR Other Issues,11.45680572,Skews Right
33,FactCheck.org,.factcheck.org,46.20370333,Reliable; Analysis/Fact Reporting,-1.761904762,Middle
34,The Guardian,.theguardian.com,40.37340627,Reliable; Analysis/Fact Reporting,-8.05248886,Skews Left
35,Rutland Herald,.rutlandherald.com,46.96078412,Reliable; Analysis/Fact Reporting,-2.0000005,Middle
36,Des Moines Register,.desmoinesregister.com,45.75000063,Reliable; Analysis/Fact Reporting,-0.749999375,Middle
37,The Spokesman-Review,.spokesman.com,45.11666625,Reliable; Analysis/Fact Reporting,-6.897436538,Skews Left
38,Pasadena Star News,.pasadenastarnews.com,43.33333267,Reliable; Analysis/Fact Reporting,-1.611111667,Middle
39,The Register-Guard - Eugene,.registerguard.com,45.80392118,Reliable; Analysis/Fact Reporting,-1.583333,Middle
40,Keene Sentinel,.sentinelsource.com,46.47058824,Reliable; Analysis/Fact Reporting,-0.294117647,Middle
41,The New York Times,.nytimes.com,41.06249219,Reliable; Analysis/Fact Reporting,-8.071899784,Skews Left
42,Bloomberg News,.bloomberg.com,42.11400016,Reliable; Analysis/Fact Reporting,-3.161409396,Middle
43,Breitbart,.breitbart.com,31.05650599,Mixed Reliability/Opinion OR Other Issues,13.53504099,Strong Right
44,ESPN,.espn.com,42.88636303,Reliable; Analysis/Fact Reporting,-1.050926111,Middle
45,NPR (website),.npr.org,43.10435576,Reliable; Analysis/Fact Reporting,-4.193862295,Middle
46,Law and Crime,.lawandcrime.com,45.63218414,Reliable; Analysis/Fact Reporting,-3.780702632,Middle
47,Washington Examiner,.washingtonexaminer.com,34.00394534,Generally Reliable/Analysis OR Other Issues,11.27686735,Skews Right
48,Atlanta Journal-Constitution,.ajc.com,44.83333324,Reliable; Analysis/Fact Reporting,-3.835034082,Middle
49,Mother Jones,.motherjones.com,37.01693712,Generally Reliable/Analysis OR Other Issues,-15.05294618,Strong Left
50,The Root,.theroot.com,26.47443432,Mixed Reliability/Opinion OR Other Issues,-18.47307481,Hyper-Partisan Left
51,Napa Valley Register,.napavalleyregister.com,46.51851833,Reliable; Analysis/Fact Reporting,-0.092592222,Middle
52,Esquire,.esquire.com,27.36666568,Mixed Reliability/Opinion OR Other Issues,-18.41835688,Hyper-Partisan Left
53,Philadelphia Inquirer,.inquirer.com,37.66666677,Generally Reliable/Analysis OR Other Issues,-11.28205154,Skews Left
54,Charlotte Observer,.charlotteobserver.com,43.29166625,Reliable; Analysis/Fact Reporting,-3.181818636,Middle
55,Futurism,.futurism.com,38.01234481,Generally Reliable/Analysis OR Other Issues,-6.444444667,Skews Left
56,Fight Back News,.fightbacknews.org,30.04545273,Mixed Reliability/Opinion OR Other Issues,-20.94927609,Hyper-Partisan Left
57,Penn Live Patriot-News,.pennlive.com,44.66666722,Reliable; Analysis/Fact Reporting,-3.22222125,Middle
58,Cosmos Magazine,.cosmosmagazine.com,45,Reliable; Analysis/Fact Reporting,-3.666666667,Middle
59,Waco Tribune-Herald,.wacotrib.com,46.02941176,Reliable; Analysis/Fact Reporting,-2.2166665,Middle
60,Savannah Morning News,.savannahnow.com,43.08333375,Reliable; Analysis/Fact Reporting,-5.098038824,Middle
61,Portland Tribune,.portlandtribune.com,44.88235353,Reliable; Analysis/Fact Reporting,-2.583334,Middle
62,The Virginian Pilot,.pilotonline.com,44.29166687,Reliable; Analysis/Fact Reporting,-1.354166875,Middle
63,My RGV News,.myrgv.com,45.555556,Reliable; Analysis/Fact Reporting,-0.733333333,Middle
64,HotAir,.hotair.com,24.84541058,Mixed Reliability/Opinion OR Other Issues,12.90818335,Strong Right
65,Science News,.sciencenews.org,47.4799992,Reliable; Analysis/Fact Reporting,-1.797619643,Middle
66,Attitude - UK,.attitude.co.uk,40.24561368,Reliable; Analysis/Fact Reporting,-9.999999787,Skews Left
67,Barnstable Patriot,.barnstablepatriot.com,46.27451059,Reliable; Analysis/Fact Reporting,-2.200001,Middle
68,Norwich Bulletin,.norwichbulletin.com,45.71111133,Reliable; Analysis/Fact Reporting,-0.244444667,Middle
69,Berkshire Eagle,.berkshireeagle.com,46.444444,Reliable; Analysis/Fact Reporting,-3.476190476,Middle
70,Grist,.grist.org,43.038333,Reliable; Analysis/Fact Reporting,-9.837158197,Skews Left
71,Greenfield Recorder,.recorder.com,46.54386053,Reliable; Analysis/Fact Reporting,-3.1733332,Middle
72,American Mind,.americanmind.org,24.98989879,Mixed Reliability/Opinion OR Other Issues,16.67948731,Strong Right
73,FiveThirtyEight,.fivethirtyeight.com,42.84878024,Reliable; Analysis/Fact Reporting,-6.111712162,Skews Left
74,Reason,.reason.com,36.30562503,Generally Reliable/Analysis OR Other Issues,4.652046093,Middle
75,The Hill,.thehill.com,41.76618894,Reliable; Analysis/Fact Reporting,-1.314682526,Middle
76,Scary Mommy,.scarymommy.com,32.47916719,Generally Reliable/Analysis OR Other Issues,-14.99702321,Strong Left
77,Slate,.slate.com,35.37603117,Generally Reliable/Analysis OR Other Issues,-12.68292282,Strong Left
78,InfoWars,.infowars.com,15.90059516,Unreliable; Misleading,23.45802543,Hyper-Partisan Right
79,Newsday,.newsday.com,46.70512795,Reliable; Analysis/Fact Reporting,-3.506944792,Middle
80,Montreal Gazette,.montrealgazette.com,45.54166688,Reliable; Analysis/Fact Reporting,0.041666875,Middle
81,Toronto Sun,.torontosun.com,35.05555556,Generally Reliable/Analysis OR Other Issues,7.676328116,Skews Right
82,Winnipeg Sun,.winnipegsun.com,42.64814778,Reliable; Analysis/Fact Reporting,2.031746667,Middle
83,Police Tribune,.policetribune.com,43.07936571,Reliable; Analysis/Fact Reporting,5.692306923,Middle
84,American Liberty Report,.americanlibertyemail.com,10.81228053,Unreliable; Misleading,29.12777792,Hyper-Partisan Right
85,Chronicles Magazine,.chroniclesmagazine.org,23.84523857,Unreliable; Problematic,17.90476129,Strong Right
86,iNewsource - San Diego,.inewsource.org,46.74509588,Reliable; Analysis/Fact Reporting,-1.215685294,Middle
87,City Limits,.citylimits.org,40.75555467,Reliable; Analysis/Fact Reporting,-7.122223,Skews Left
88,Hollywood Life,.hollywoodlife.com,36.78431353,Generally Reliable/Analysis OR Other Issues,-9.6400012,Skews Left
89,San Bernardino Sun,.sbsun.com,45.35294176,Reliable; Analysis/Fact Reporting,2.383334,Middle
90,Knoxville News Sentinel - Knox News,.knoxnews.com,43.98039294,Reliable; Analysis/Fact Reporting,-3.942028696,Middle
91,Wichita Falls Times Record News,.timesrecordnews.com,43.39999933,Reliable; Analysis/Fact Reporting,-0.088889333,Middle
92,Haaretz,.haaretz.com,42.555556,Reliable; Analysis/Fact Reporting,-4.230158095,Middle
93,The Post & Email,.thepostemail.com,15.22105303,Unreliable; Misleading,23.41565235,Hyper-Partisan Right
94,Daily Torch,.dailytorch.com,18.06060788,Unreliable; Problematic,20.28294512,Hyper-Partisan Right
95,Political Correctness News,.politicalcorrectness.news,16.78403634,Unreliable; Problematic,21.60634933,Hyper-Partisan Right
